id,answer_32214,answer_32215,answer_32268,x,y
0,0.0,0.0,0.0,0.708542713567839,-0.2261306532663316
1,0.0,0.0,0.0,0.829145728643216,-0.2864321608040203
2,0.0,0.0,0.0,1.0100502512562812,-0.3768844221105527
3,0.0,0.0,0.0,1.2211055276381906,-0.4974874371859297
4,0.0,0.0,0.0,1.100502512562814,-0.4371859296482414
5,0.0,0.0,1.0,0.7386934673366832,-0.2562814070351762
6,0.0,0.0,1.0,0.9195979899497484,-0.4070351758793973
7,0.0,0.0,1.0,1.341708542713568,-0.829145728643216
8,0.0,0.0,1.0,1.3718592964824117,-0.7989949748743719
9,0.0,0.0,1.0,1.3718592964824117,-0.7989949748743719
10,0.0,0.0,2.0,0.7688442211055273,-0.3165829145728644
11,0.0,0.0,2.0,1.4321608040201,-1.0100502512562817
12,0.0,0.0,2.0,1.492462311557789,-1.0100502512562817
13,0.0,0.0,2.0,1.582914572864321,-1.0100502512562817
14,0.0,0.0,2.0,1.5527638190954771,-1.0402010050251258
15,0.0,0.0,3.0,1.190954773869347,-1.1306532663316584
16,0.0,0.0,3.0,1.5226130653266328,-1.100502512562814
17,0.0,0.0,3.0,1.582914572864321,-1.100502512562814
18,0.0,0.0,3.0,1.6130653266331656,-1.100502512562814
19,0.0,0.0,3.0,1.6130653266331656,-1.100502512562814
25,0.0,1.0,0.0,-0.1959798994974875,-0.3467336683417086
26,0.0,1.0,0.0,0.6180904522613062,-0.4371859296482414
27,0.0,1.0,0.0,0.9798994974874372,-0.5276381909547738
28,0.0,1.0,0.0,1.1306532663316575,-0.5276381909547738
29,0.0,1.0,0.0,-0.1055276381909546,-0.3768844221105527
30,0.0,1.0,1.0,-0.1959798994974875,-0.3467336683417086
31,0.0,1.0,1.0,0.6180904522613062,-0.4673366834170855
32,0.0,1.0,1.0,0.9798994974874372,-0.6180904522613067
33,0.0,1.0,1.0,1.341708542713568,-0.829145728643216
34,0.0,1.0,1.0,1.3115577889447234,-0.8592964824120606
35,0.0,1.0,2.0,-0.1959798994974875,-0.3467336683417086
36,0.0,1.0,2.0,0.6180904522613062,-0.4974874371859297
37,0.0,1.0,2.0,1.3718592964824117,-1.0402010050251258
38,0.0,1.0,2.0,1.492462311557789,-1.07035175879397
39,0.0,1.0,2.0,1.4623115577889445,-1.07035175879397
40,0.0,1.0,3.0,0.7989949748743719,-1.5527638190954771
41,0.0,1.0,3.0,1.4321608040201,-1.1608040201005023
42,0.0,1.0,3.0,1.492462311557789,-1.1608040201005023
43,0.0,1.0,3.0,1.5226130653266328,-1.190954773869347
44,0.0,1.0,3.0,1.5226130653266328,-1.1608040201005023
50,0.0,2.0,0.0,-0.2261306532663316,-0.3467336683417086
51,0.0,2.0,0.0,0.6180904522613062,-0.4673366834170855
52,0.0,2.0,0.0,0.9798994974874372,-0.5577889447236184
53,0.0,2.0,0.0,0.9798994974874372,-0.5577889447236184
54,0.0,2.0,0.0,-0.1658291457286433,-0.3768844221105527
55,0.0,2.0,1.0,-0.2261306532663316,-0.3467336683417086
56,0.0,2.0,1.0,0.6180904522613062,-0.5276381909547738
57,0.0,2.0,1.0,0.9798994974874372,-0.7085427135678395
58,0.0,2.0,1.0,1.1306532663316575,-1.100502512562814
59,0.0,2.0,1.0,-0.1658291457286433,-0.3768844221105527
60,0.0,2.0,2.0,-0.2261306532663316,-0.3467336683417086
61,0.0,2.0,2.0,0.5879396984924621,-0.6180904522613067
62,0.0,2.0,2.0,0.949748743718593,-0.9798994974874372
63,0.0,2.0,2.0,1.190954773869347,-1.3115577889447236
64,0.0,2.0,2.0,-0.1356783919597992,-0.3768844221105527
65,0.0,2.0,3.0,0.708542713567839,-1.6733668341708543
66,0.0,2.0,3.0,1.190954773869347,-1.3115577889447236
67,0.0,2.0,3.0,1.190954773869347,-1.3115577889447236
68,0.0,2.0,3.0,1.2211055276381906,-1.4020100502512562
69,0.0,2.0,3.0,1.2211055276381906,-1.4020100502512562
75,0.0,3.0,0.0,-0.2864321608040203,-0.3467336683417086
76,0.0,3.0,0.0,-0.0753768844221105,-0.4070351758793973
77,0.0,3.0,0.0,0.557788944723618,-0.6180904522613067
78,0.0,3.0,0.0,0.7688442211055273,-0.7085427135678395
79,0.0,3.0,0.0,-0.2261306532663316,-0.3467336683417086
80,0.0,3.0,1.0,-0.2562814070351762,-0.3467336683417086
81,0.0,3.0,1.0,-0.0452261306532664,-0.4070351758793973
82,0.0,3.0,1.0,0.708542713567839,-0.7989949748743719
83,0.0,3.0,1.0,0.949748743718593,-1.100502512562814
84,0.0,3.0,1.0,-0.2261306532663316,-0.3768844221105527
85,0.0,3.0,2.0,-0.2562814070351762,-0.3467336683417086
86,0.0,3.0,2.0,-0.0150753768844222,-0.4371859296482414
87,0.0,3.0,2.0,0.9195979899497484,-1.3115577889447236
88,0.0,3.0,2.0,1.0703517587939697,-1.371859296482412
89,0.0,3.0,2.0,-0.1959798994974875,-0.3768844221105527
90,0.0,3.0,3.0,0.6180904522613062,-1.763819095477387
91,0.0,3.0,3.0,0.7386934673366832,-1.7035175879396989
92,0.0,3.0,3.0,0.9195979899497484,-1.5829145728643217
93,0.0,3.0,3.0,1.1306532663316575,-1.5226130653266332
94,0.0,3.0,3.0,1.0100502512562812,-1.5527638190954771
125,1.0,0.0,0.0,0.7386934673366832,0.0150753768844218
126,1.0,0.0,0.0,0.8592964824120601,-0.0753768844221105
127,1.0,0.0,0.0,1.0100502512562812,-0.1658291457286433
128,1.0,0.0,0.0,1.2512562814070352,-0.3165829145728644
129,1.0,0.0,0.0,1.1306532663316575,-0.2562814070351762
130,1.0,0.0,1.0,0.7386934673366832,-0.0150753768844222
131,1.0,0.0,1.0,0.8894472361809043,-0.1356783919597992
132,1.0,0.0,1.0,1.0100502512562812,-0.2864321608040203
133,1.0,0.0,1.0,1.4623115577889445,-0.6783919597989949
134,1.0,0.0,1.0,1.4020100502512562,-0.7386934673366836
135,1.0,0.0,2.0,0.7386934673366832,-0.0150753768844222
136,1.0,0.0,2.0,1.4623115577889445,-0.829145728643216
137,1.0,0.0,2.0,1.5226130653266328,-0.8592964824120606
138,1.0,0.0,2.0,1.582914572864321,-0.8894472361809047
139,1.0,0.0,2.0,1.582914572864321,-0.8894472361809047
140,1.0,0.0,3.0,1.2814070351758788,-0.7989949748743719
141,1.0,0.0,3.0,1.6432160804020102,-0.9195979899497488
142,1.0,0.0,3.0,1.6432160804020102,-0.9195979899497488
143,1.0,0.0,3.0,1.7035175879396984,-0.949748743718593
144,1.0,0.0,3.0,1.673366834170854,-0.949748743718593
150,1.0,1.0,0.0,0.0150753768844218,-0.0452261306532664
151,1.0,1.0,0.0,0.6180904522613062,-0.3467336683417086
152,1.0,1.0,0.0,0.9798994974874372,-0.3467336683417086
153,1.0,1.0,0.0,1.1608040201005023,-0.3768844221105527
154,1.0,1.0,0.0,0.3467336683417086,-0.2261306532663316
155,1.0,1.0,1.0,0.0150753768844218,-0.0452261306532664
156,1.0,1.0,1.0,0.6180904522613062,-0.3467336683417086
157,1.0,1.0,1.0,0.9798994974874372,-0.5276381909547738
158,1.0,1.0,1.0,1.4020100502512562,-0.7386934673366836
159,1.0,1.0,1.0,1.3718592964824117,-0.7688442211055277
160,1.0,1.0,2.0,0.0150753768844218,-0.0452261306532664
161,1.0,1.0,2.0,0.6180904522613062,-0.3467336683417086
162,1.0,1.0,2.0,1.4020100502512562,-0.7989949748743719
163,1.0,1.0,2.0,1.4321608040201,-0.829145728643216
164,1.0,1.0,2.0,1.4020100502512562,-0.7989949748743719
165,1.0,1.0,3.0,1.0703517587939697,-1.100502512562814
166,1.0,1.0,3.0,1.4623115577889445,-0.949748743718593
167,1.0,1.0,3.0,1.4623115577889445,-0.949748743718593
168,1.0,1.0,3.0,1.4623115577889445,-0.949748743718593
169,1.0,1.0,3.0,1.4623115577889445,-0.949748743718593
175,1.0,2.0,0.0,-0.0452261306532664,-0.0150753768844222
176,1.0,2.0,0.0,0.6180904522613062,-0.3467336683417086
177,1.0,2.0,0.0,0.949748743718593,-0.4371859296482414
178,1.0,2.0,0.0,0.9798994974874372,-0.5577889447236184
179,1.0,2.0,0.0,0.0753768844221105,-0.0753768844221105
180,1.0,2.0,1.0,-0.0452261306532664,-0.0150753768844222
181,1.0,2.0,1.0,0.6180904522613062,-0.3768844221105527
182,1.0,2.0,1.0,0.9798994974874372,-0.5577889447236184
183,1.0,2.0,1.0,0.9798994974874372,-0.5577889447236184
184,1.0,2.0,1.0,0.0753768844221105,-0.0753768844221105
185,1.0,2.0,2.0,-0.0452261306532664,-0.0150753768844222
186,1.0,2.0,2.0,0.6180904522613062,-0.3768844221105527
187,1.0,2.0,2.0,0.9798994974874372,-0.5577889447236184
188,1.0,2.0,2.0,1.0100502512562812,-0.5879396984924625
189,1.0,2.0,2.0,0.0753768844221105,-0.0753768844221105
190,1.0,2.0,3.0,0.7688442211055273,-1.5527638190954771
191,1.0,2.0,3.0,1.1608040201005023,-1.190954773869347
192,1.0,2.0,3.0,1.1608040201005023,-1.190954773869347
193,1.0,2.0,3.0,1.2814070351758788,-1.221105527638191
194,1.0,2.0,3.0,1.190954773869347,-1.2814070351758795
200,1.0,3.0,0.0,-0.1055276381909546,0.0150753768844218
201,1.0,3.0,0.0,0.2261306532663316,-0.1658291457286433
202,1.0,3.0,0.0,0.6180904522613062,-0.3768844221105527
203,1.0,3.0,0.0,0.7989949748743719,-0.4673366834170855
204,1.0,3.0,0.0,-0.0452261306532664,-0.0150753768844222
205,1.0,3.0,1.0,-0.1055276381909546,0.0150753768844218
206,1.0,3.0,1.0,0.2864321608040199,-0.1959798994974875
207,1.0,3.0,1.0,0.6783919597989949,-0.4070351758793973
208,1.0,3.0,1.0,0.8592964824120601,-0.4974874371859297
209,1.0,3.0,1.0,-0.0452261306532664,-0.0150753768844222
210,1.0,3.0,2.0,-0.1055276381909546,0.0150753768844218
211,1.0,3.0,2.0,0.2864321608040199,-0.1959798994974875
212,1.0,3.0,2.0,0.7386934673366832,-0.4371859296482414
213,1.0,3.0,2.0,0.8894472361809043,-0.5276381909547738
214,1.0,3.0,2.0,-0.0452261306532664,-0.0150753768844222
215,1.0,3.0,3.0,0.6180904522613062,-1.7336683417085428
216,1.0,3.0,3.0,0.7688442211055273,-1.6432160804020102
217,1.0,3.0,3.0,0.9195979899497484,-1.5226130653266332
218,1.0,3.0,3.0,1.1608040201005023,-1.371859296482412
219,1.0,3.0,3.0,1.0703517587939697,-1.4321608040201006
250,2.0,0.0,0.0,0.7386934673366832,0.2864321608040199
251,2.0,0.0,0.0,0.829145728643216,0.1959798994974875
252,2.0,0.0,0.0,1.0402010050251258,0.0452261306532664
253,2.0,0.0,0.0,1.2814070351758788,-0.1356783919597992
254,2.0,0.0,0.0,1.1306532663316575,-0.0753768844221105
255,2.0,0.0,1.0,0.7386934673366832,0.2864321608040199
256,2.0,0.0,1.0,0.8592964824120601,0.1356783919597988
257,2.0,0.0,1.0,1.0402010050251258,-0.0452261306532664
258,2.0,0.0,1.0,1.5527638190954771,-0.3467336683417086
259,2.0,0.0,1.0,1.2814070351758788,-0.1959798994974875
260,2.0,0.0,2.0,0.7386934673366832,0.2562814070351757
261,2.0,0.0,2.0,0.8592964824120601,0.1055276381909546
262,2.0,0.0,2.0,1.0402010050251258,-0.0452261306532664
263,2.0,0.0,2.0,1.7638190954773867,-0.4673366834170855
264,2.0,0.0,2.0,1.7035175879396984,-0.4371859296482414
265,2.0,0.0,3.0,1.3115577889447234,-0.6783919597989949
266,2.0,0.0,3.0,1.8844221105527632,-0.5276381909547738
267,2.0,0.0,3.0,1.8844221105527632,-0.5276381909547738
268,2.0,0.0,3.0,1.8844221105527632,-0.5276381909547738
269,2.0,0.0,3.0,1.8844221105527632,-0.5276381909547738
275,2.0,1.0,0.0,0.316582914572864,0.316582914572864
276,2.0,1.0,0.0,0.6783919597989949,0.1356783919597988
277,2.0,1.0,0.0,1.0100502512562812,-0.0452261306532664
278,2.0,1.0,0.0,1.2211055276381906,-0.1658291457286433
279,2.0,1.0,0.0,0.949748743718593,-0.0150753768844222
280,2.0,1.0,1.0,0.3768844221105527,0.2864321608040199
281,2.0,1.0,1.0,0.6783919597989949,0.1356783919597988
282,2.0,1.0,1.0,1.0100502512562812,-0.0452261306532664
283,2.0,1.0,1.0,1.2512562814070352,-0.1959798994974875
284,2.0,1.0,1.0,1.0100502512562812,-0.0452261306532664
285,2.0,1.0,2.0,0.3768844221105527,0.2864321608040199
286,2.0,1.0,2.0,0.6783919597989949,0.1356783919597988
287,2.0,1.0,2.0,1.0100502512562812,-0.0452261306532664
288,2.0,1.0,2.0,1.2512562814070352,-0.1959798994974875
289,2.0,1.0,2.0,1.2211055276381906,-0.1658291457286433
290,2.0,1.0,3.0,1.2211055276381906,-0.7989949748743719
291,2.0,1.0,3.0,1.4321608040201,-0.829145728643216
292,2.0,1.0,3.0,1.4321608040201,-0.829145728643216
293,2.0,1.0,3.0,1.673366834170854,-0.7085427135678395
294,2.0,1.0,3.0,1.5527638190954771,-0.7989949748743719
300,2.0,2.0,0.0,0.1658291457286429,0.4070351758793968
301,2.0,2.0,0.0,0.6482412060301508,0.1356783919597988
302,2.0,2.0,0.0,0.829145728643216,0.0452261306532664
303,2.0,2.0,0.0,0.8894472361809043,0.0150753768844218
304,2.0,2.0,0.0,0.6783919597989949,0.1356783919597988
305,2.0,2.0,1.0,0.1658291457286429,0.4070351758793968
306,2.0,2.0,1.0,0.6482412060301508,0.1356783919597988
307,2.0,2.0,1.0,0.829145728643216,0.0452261306532664
308,2.0,2.0,1.0,0.9195979899497484,-0.0150753768844222
309,2.0,2.0,1.0,0.7688442211055273,0.0753768844221105
310,2.0,2.0,2.0,0.1658291457286429,0.4070351758793968
311,2.0,2.0,2.0,0.6482412060301508,0.1356783919597988
312,2.0,2.0,2.0,0.829145728643216,0.0452261306532664
313,2.0,2.0,2.0,0.9195979899497484,-0.0150753768844222
314,2.0,2.0,2.0,0.7688442211055273,0.0753768844221105
315,2.0,2.0,3.0,0.9798994974874372,-1.1608040201005023
316,2.0,2.0,3.0,1.1306532663316575,-1.100502512562814
317,2.0,2.0,3.0,1.1608040201005023,-1.190954773869347
318,2.0,2.0,3.0,1.3718592964824117,-1.0100502512562817
319,2.0,2.0,3.0,1.2512562814070352,-1.1306532663316584
325,2.0,3.0,0.0,-0.0150753768844222,0.4974874371859297
326,2.0,3.0,0.0,0.3768844221105527,0.2864321608040199
327,2.0,3.0,0.0,0.6482412060301508,0.1356783919597988
328,2.0,3.0,0.0,0.829145728643216,0.0452261306532664
329,2.0,3.0,0.0,0.1055276381909546,0.437185929648241
330,2.0,3.0,1.0,-0.0150753768844222,0.4974874371859297
331,2.0,3.0,1.0,0.3768844221105527,0.2864321608040199
332,2.0,3.0,1.0,0.6482412060301508,0.1356783919597988
333,2.0,3.0,1.0,0.8592964824120601,0.0150753768844218
334,2.0,3.0,1.0,0.1055276381909546,0.437185929648241
335,2.0,3.0,2.0,-0.0150753768844222,0.4974874371859297
336,2.0,3.0,2.0,0.437185929648241,0.2562814070351757
337,2.0,3.0,2.0,0.6482412060301508,0.1356783919597988
338,2.0,3.0,2.0,0.8592964824120601,0.0150753768844218
339,2.0,3.0,2.0,0.1055276381909546,0.437185929648241
340,2.0,3.0,3.0,0.6482412060301508,-1.7035175879396989
341,2.0,3.0,3.0,0.7989949748743719,-1.5829145728643217
342,2.0,3.0,3.0,0.708542713567839,-1.492462311557789
343,2.0,3.0,3.0,1.2211055276381906,-1.2512562814070352
344,2.0,3.0,3.0,1.1306532663316575,-1.3115577889447236
375,3.0,0.0,0.0,0.7386934673366832,0.829145728643216
376,3.0,0.0,0.0,0.829145728643216,0.7688442211055273
377,3.0,0.0,0.0,1.0703517587939697,0.5879396984924621
378,3.0,0.0,0.0,1.3115577889447234,0.4070351758793968
379,3.0,0.0,0.0,1.1306532663316575,0.5276381909547738
380,3.0,0.0,1.0,0.7386934673366832,0.829145728643216
381,3.0,0.0,1.0,0.829145728643216,0.7688442211055273
382,3.0,0.0,1.0,1.0703517587939697,0.5879396984924621
383,3.0,0.0,1.0,1.3718592964824117,0.316582914572864
384,3.0,0.0,1.0,1.1608040201005023,0.4673366834170851
385,3.0,0.0,2.0,0.7386934673366832,0.829145728643216
386,3.0,0.0,2.0,0.829145728643216,0.7386934673366832
387,3.0,0.0,2.0,1.0703517587939697,0.557788944723618
388,3.0,0.0,2.0,1.824120603015075,-0.2864321608040203
389,3.0,0.0,2.0,1.1608040201005023,0.4673366834170851
390,3.0,0.0,3.0,1.3718592964824117,-0.4974874371859297
391,3.0,0.0,3.0,1.9447236180904524,-0.4371859296482414
392,3.0,0.0,3.0,1.9447236180904524,-0.4371859296482414
393,3.0,0.0,3.0,1.974874371859296,-0.4371859296482414
394,3.0,0.0,3.0,1.974874371859296,-0.4371859296482414
400,3.0,1.0,0.0,0.557788944723618,0.708542713567839
401,3.0,1.0,0.0,0.708542713567839,0.6783919597989949
402,3.0,1.0,0.0,1.0402010050251258,0.4673366834170851
403,3.0,1.0,0.0,1.100502512562814,0.3467336683417086
404,3.0,1.0,0.0,1.0100502512562812,0.5276381909547738
405,3.0,1.0,1.0,0.557788944723618,0.708542713567839
406,3.0,1.0,1.0,0.708542713567839,0.6783919597989949
407,3.0,1.0,1.0,1.0402010050251258,0.4673366834170851
408,3.0,1.0,1.0,1.1306532663316575,0.2562814070351757
409,3.0,1.0,1.0,1.0402010050251258,0.4974874371859297
410,3.0,1.0,2.0,0.557788944723618,0.708542713567839
411,3.0,1.0,2.0,0.708542713567839,0.6783919597989949
412,3.0,1.0,2.0,1.0402010050251258,0.437185929648241
413,3.0,1.0,2.0,1.1306532663316575,0.2562814070351757
414,3.0,1.0,2.0,1.0402010050251258,0.4974874371859297
415,3.0,1.0,3.0,1.3115577889447234,-0.5276381909547738
416,3.0,1.0,3.0,1.7035175879396984,-0.5577889447236184
417,3.0,1.0,3.0,1.7638190954773867,-0.5276381909547738
418,3.0,1.0,3.0,1.8542713567839195,-0.4974874371859297
419,3.0,1.0,3.0,1.824120603015075,-0.5276381909547738
425,3.0,2.0,0.0,0.3467336683417086,0.6482412060301508
426,3.0,2.0,0.0,0.6783919597989949,0.5276381909547738
427,3.0,2.0,0.0,0.7688442211055273,0.2864321608040199
428,3.0,2.0,0.0,0.9195979899497484,0.1959798994974875
429,3.0,2.0,0.0,0.6783919597989949,0.5276381909547738
430,3.0,2.0,1.0,0.3467336683417086,0.6482412060301508
431,3.0,2.0,1.0,0.6783919597989949,0.5276381909547738
432,3.0,2.0,1.0,0.7688442211055273,0.2562814070351757
433,3.0,2.0,1.0,0.9195979899497484,0.1658291457286429
434,3.0,2.0,1.0,0.6783919597989949,0.5276381909547738
435,3.0,2.0,2.0,0.3467336683417086,0.6482412060301508
436,3.0,2.0,2.0,0.6783919597989949,0.5276381909547738
437,3.0,2.0,2.0,0.7688442211055273,0.2562814070351757
438,3.0,2.0,2.0,0.9195979899497484,0.1658291457286429
439,3.0,2.0,2.0,0.6783919597989949,0.5276381909547738
440,3.0,2.0,3.0,1.0100502512562812,-0.6482412060301508
441,3.0,2.0,3.0,1.3718592964824117,-0.7085427135678395
442,3.0,2.0,3.0,1.5226130653266328,-0.6482412060301508
443,3.0,2.0,3.0,1.7035175879396984,-0.5879396984924625
444,3.0,2.0,3.0,1.6432160804020102,-0.6180904522613067
450,3.0,3.0,0.0,0.0452261306532664,0.6180904522613062
451,3.0,3.0,0.0,0.4070351758793968,0.437185929648241
452,3.0,3.0,0.0,0.6482412060301508,0.2864321608040199
453,3.0,3.0,0.0,0.829145728643216,0.1658291457286429
454,3.0,3.0,0.0,0.1055276381909546,0.5879396984924621
455,3.0,3.0,1.0,0.0452261306532664,0.6180904522613062
456,3.0,3.0,1.0,0.4070351758793968,0.437185929648241
457,3.0,3.0,1.0,0.6482412060301508,0.2864321608040199
458,3.0,3.0,1.0,0.8592964824120601,0.1356783919597988
459,3.0,3.0,1.0,0.1055276381909546,0.5879396984924621
460,3.0,3.0,2.0,0.0452261306532664,0.6180904522613062
461,3.0,3.0,2.0,0.4070351758793968,0.437185929648241
462,3.0,3.0,2.0,0.6482412060301508,0.2864321608040199
463,3.0,3.0,2.0,0.8592964824120601,0.1356783919597988
464,3.0,3.0,2.0,0.1055276381909546,0.5879396984924621
465,3.0,3.0,3.0,0.949748743718593,-0.7085427135678395
466,3.0,3.0,3.0,1.1608040201005023,-0.7688442211055277
467,3.0,3.0,3.0,1.2211055276381906,-0.7989949748743719
468,3.0,3.0,3.0,1.3718592964824117,-0.7989949748743719
469,3.0,3.0,3.0,1.3115577889447234,-0.7989949748743719
